"","TABLE..","PWAT.PARM1","PWAT.PARM1.1","PWAT.PARM1.2","PWAT.PARM1.3","PWAT.PARM1.4","PWAT.PARM1.5","PWAT.PARM1.6","PWAT.PARM1.7","PWAT.PARM1.8","PWAT.PARM2","PWAT.PARM2.1","PWAT.PARM2.2","PWAT.PARM2.3","PWAT.PARM2.4","PWAT.PARM2.5","PWAT.PARM2.6","PWAT.PARM3","PWAT.PARM3.1","PWAT.PARM3.2","PWAT.PARM3.3","PWAT.PARM3.4","PWAT.PARM3.5","PWAT.PARM3.6","PWAT.PARM4","PWAT.PARM4.1","PWAT.PARM4.2","PWAT.PARM4.3","PWAT.PARM4.4","PWAT.PARM4.5","MON.INTERCEP","MON.INTERCEP.1","MON.INTERCEP.2","MON.INTERCEP.3","MON.INTERCEP.4","MON.INTERCEP.5","MON.INTERCEP.6","MON.INTERCEP.7","MON.INTERCEP.8","MON.INTERCEP.9","MON.INTERCEP.10","MON.INTERCEP.11","MON.UZSN","MON.UZSN.1","MON.UZSN.2","MON.UZSN.3","MON.UZSN.4","MON.UZSN.5","MON.UZSN.6","MON.UZSN.7","MON.UZSN.8","MON.UZSN.9","MON.UZSN.10","MON.UZSN.11","MON.MANNING","MON.MANNING.1","MON.MANNING.2","MON.MANNING.3","MON.MANNING.4","MON.MANNING.5","MON.MANNING.6","MON.MANNING.7","MON.MANNING.8","MON.MANNING.9","MON.MANNING.10","MON.MANNING.11","MON.LZETPARM","MON.LZETPARM.1","MON.LZETPARM.2","MON.LZETPARM.3","MON.LZETPARM.4","MON.LZETPARM.5","MON.LZETPARM.6","MON.LZETPARM.7","MON.LZETPARM.8","MON.LZETPARM.9","MON.LZETPARM.10","MON.LZETPARM.11","PWAT.STATE1","PWAT.STATE1.1","PWAT.STATE1.2","PWAT.STATE1.3","PWAT.STATE1.4","PWAT.STATE1.5","PWAT.STATE1.6"
"197","N51540","1","1","0","1","0","0","0","0","1","0.43","10.15514","0.032257","086.5442","0.147828","0.000036","0.946718","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.218617","0.40","2.500000","0.405237",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3659",NA,"3.0","1.0","0.0"
"198","N51550","1","1","0","1","0","0","0","0","1","0.49","6.208424","0.117649","050.0000","0.005791","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4176",NA,"3.0","1.0","0.0"
"199","N51570","1","1","0","1","0","0","0","0","1","0.27","6.208424","0.117649","050.0000","0.076157","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3903",NA,"3.0","1.0","0.0"
"200","N51580","1","1","0","1","0","0","0","0","1","0.01","9.941887","0.036613","105.0241","0.279066","0.099920","0.995000","40.0","35.0","2.0","2.0","0.0","0.0","0.004645",NA,"1.193026","0.40","2.500000","0.455008",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3284",NA,"3.0","1.0","0.0"
"201","N51600","1","1","0","1","0","0","0","0","1","0.03","14.00000","0.014091","134.2182","0.088174","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","2.500000","0.300000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3860",NA,"3.0","1.0","0.0"
"202","N51610","1","1","0","1","0","0","0","0","1","0.18","14.00000","0.274851","373.3803","0.076057","0.000040","0.938638","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","1.039167","0.628607",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3903",NA,"3.0","1.0","0.0"
"203","N51630","1","1","0","1","0","0","0","0","1","0.07","9.252569","0.025632","172.3266","0.155443","0.237E-05","0.963341","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.110308","0.40","2.500000","0.320431",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3635",NA,"3.0","1.0","0.0"
"204","N51650","1","1","0","1","0","0","0","0","1","0.40","6.208424","0.117649","050.0000","0.016774","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4131",NA,"3.0","1.0","0.0"
"205","N51660","1","1","0","1","0","0","0","0","1","0.27","14.00000","1.086634","066.9392","0.135489","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"1.680000","0.40","0.052250","0.443426",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3699",NA,"3.0","1.0","0.0"
"206","N51670","1","1","0","1","0","0","0","0","1","0.19","6.208424","0.117649","117.1977","0.091249","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3849",NA,"3.0","1.0","0.0"
"207","N51678","1","1","0","1","0","0","0","0","1","0.35","8.001408","0.071636","050.0000","0.252105","0.177687","0.965023","40.0","35.0","2.0","2.0","0.0","0.0","0.022063",NA,"0.960169","0.40","2.904343","0.456396",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3354",NA,"3.0","1.0","0.0"
"208","N51680","1","1","0","1","0","0","0","0","1","0.21","9.670606","0.055491","218.4448","0.179216","0.024262","0.992703","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.160473","0.40","2.502500","0.436300",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3562",NA,"3.0","1.0","0.0"
"209","N51683","1","1","0","1","0","0","0","0","1","0.15","14.00000","0.071986","050.0000","0.076332","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","2.500000","0.417574",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3902",NA,"3.0","1.0","0.0"
"210","N51685","1","1","0","1","0","0","0","0","1","0.01","14.00000","0.071986","085.4735","0.153974","0.100E-05","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.001200",NA,"1.680000","0.40","2.500000","0.417574",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3640",NA,"3.0","1.0","0.0"
"211","N51700","1","1","0","1","0","0","0","0","1","0.40","6.208424","0.117649","055.1854","0.029764","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4079",NA,"3.0","1.0","0.0"
"212","N51710","1","1","0","1","0","0","0","0","1","0.62","6.208424","0.117649","050.0000","0.010646","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4156",NA,"3.0","1.0","0.0"
"213","N51730","1","1","0","1","0","0","0","0","1","0.42","6.208424","0.117649","185.4154","0.052943","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3989",NA,"3.0","1.0","0.0"
"214","N51735","1","1","0","1","0","0","0","0","1","0.74","6.208424","0.117649","050.0000","0.002863","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4188",NA,"3.0","1.0","0.0"
"215","N51740","1","1","0","1","0","0","0","0","1","0.66","6.208424","0.117649","050.0000","0.025005","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4098",NA,"3.0","1.0","0.0"
"216","N51760","1","1","0","1","0","0","0","0","1","0.30","6.208424","0.117649","059.1254","0.091780","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3847",NA,"3.0","1.0","0.0"
"217","N51770","1","1","0","1","0","0","0","0","1","0.15","5.0","0.11","101.0707","0.248945","0.04","0.98","40.0","35.0","2.0","2.0","0.0","0.0","0.01",NA,"0.5605","0.40","1.25","0.45",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3363",NA,"3.0","1.0","0.0"
"218","N51775","1","1","0","1","0","0","0","0","1","0.08","5.0","0.11","082.4191","0.198368","0.04","0.98","40.0","35.0","2.0","2.0","0.0","0.0","0.01",NA,"0.5841","0.40","1.25","0.45",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3505",NA,"3.0","1.0","0.0"
"219","N51790","1","1","0","1","0","0","0","0","1","0.33","9.060346","0.109173","205.2643","0.182332","0.020181","0.995000","40.0","35.0","2.0","2.0","0.0","0.0","0.002663",NA,"1.087241","0.40","2.342916","0.333142",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3552",NA,"3.0","1.0","0.0"
"220","N51800","1","1","0","1","0","0","0","0","1","0.63","6.208424","0.117649","135.7915","0.030232","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4077",NA,"3.0","1.0","0.0"
"221","N51810","1","1","0","1","0","0","0","0","1","0.58","6.208424","0.117649","050.0000","0.012678","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.4147",NA,"3.0","1.0","0.0"
"222","N51820","1","1","0","1","0","0","0","0","1","0.15","7.416418","0.191937","163.6463","0.191719","0.398557","0.977767","40.0","35.0","2.0","2.0","0.0","0.0","0.083870",NA,"0.889970","0.40","2.500000","0.629049",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3524",NA,"3.0","1.0","0.0"
"223","N51830","1","1","0","1","0","0","0","0","1","0.12","6.208424","0.117649","190.9349","0.124662","0.100E-05","0.937337","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.745011","0.40","2.500000","0.850000",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3734",NA,"3.0","1.0","0.0"
"224","N51840","1","1","0","1","0","0","0","0","1","0.29","6.592206","0.058212","123.2311","0.110040","0.002074","0.925514","40.0","35.0","2.0","2.0","0.0","0.0","0.034949",NA,"0.791065","0.40","2.500000","0.393445",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3784",NA,"3.0","1.0","0.0"
"225","N54003","1","1","0","1","0","0","0","0","1","0.07","6.345734","0.112461","365.9698","0.175762","0.020518","0.982663","40.0","35.0","2.0","2.0","0.0","0.0","0.079962",NA,"0.761488","0.40","2.500000","0.442185",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3572",NA,"3.0","1.0","0.0"
"226","H54023","1","1","0","1","0","0","0","0","1","0.08","6.000000","0.149859","287.3899","0.152711","0.942E-05","0.945014","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.720000","0.40","2.500000","0.519378",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3644",NA,"3.0","1.0","0.0"
"227","L54023","1","1","0","1","0","0","0","0","1","0.08","7.756798","0.047688","325.3782","0.312614","0.087087","0.942198","40.0","35.0","2.0","2.0","0.0","0.0","0.598775",NA,"0.930816","0.40","2.500000","0.398834",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3200",NA,"3.0","1.0","0.0"
"228","N54023","1","1","0","1","0","0","0","0","1","0.03","6.000000","0.060947","838.4436","0.317999","0.026221","0.942903","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.720000","0.40","2.500000","0.419895",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3187",NA,"3.0","1.0","0.0"
"229","N54025","1","1","0","1","0","0","0","0","1","0.04","5.0","0.11","704.4953","0.323554","0.04","0.98","40.0","35.0","2.0","2.0","0.0","0.0","0.01",NA,"0.5289","0.40","1.25","0.45",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3173",NA,"3.0","1.0","0.0"
"230","N54027","1","1","0","1","0","0","0","0","1","0.06","6.000000","0.042002","509.5065","0.253725","1.229089","0.946244","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.720000","0.40","2.500000","0.314316",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3350",NA,"3.0","1.0","0.0"
"231","H54031","1","1","0","1","0","0","0","0","1","0.03","6.000000","0.038051","999.0000","0.336143","2.000000","0.959265","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.720000","0.40","2.500000","0.305768",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3143",NA,"3.0","1.0","0.0"
"232","L54031","1","1","0","1","0","0","0","0","1","0.07","6.931872","0.031780","123.6817","0.234092","0.655832","0.982199","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.831825","0.40","2.500000","0.422972",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3403",NA,"3.0","1.0","0.0"
"233","N54031","1","1","0","1","0","0","0","0","1","0.05","6.626801","0.029625","775.5008","0.311906","1.725951","0.947705","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.795216","0.40","2.500000","0.329446",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3201",NA,"3.0","1.0","0.0"
"234","N54037","1","1","0","1","0","0","0","0","1","0.20","6.404100","0.114846","166.7118","0.137842","0.028479","0.995000","40.0","35.0","2.0","2.0","0.0","0.0","0.084112",NA,"0.768492","0.40","2.500000","0.432346",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3691",NA,"3.0","1.0","0.0"
"235","H54057","1","1","0","1","0","0","0","0","1","0.01","6.000000","0.056109","999.0000","0.226365","0.000818","0.959774","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.720000","0.40","2.500000","0.455900",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3425",NA,"3.0","1.0","0.0"
"236","N54057","1","1","0","1","0","0","0","0","1","0.04","6.897805","0.061031","456.5351","0.285197","0.000620","0.920000","40.0","35.0","2.0","2.0","0.0","0.0","0.600000",NA,"0.827737","0.40","2.500000","0.388205",NA,"0.0800","0.0800","0.0800","0.1300","0.2000","0.2000","0.2000","0.2000","0.2000","0.1300","0.0800","0.0800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.400","0.400","0.400","0.524","0.700","0.700","0.700","0.700","0.700","0.524","0.400","0.400",NA,NA,"0.3268",NA,"3.0","1.0","0.0"
